FORT COLLINS
1993-10,2.36
1993-11,1.23
1993-12,0.14
1994-01,0.31
1994-02,0.63
1994-03,0.38
1994-04,1.78
1994-05,1.02
1994-06,1.82
1994-07,2.51
1994-08,1.92
1994-09,0.48
1994-10,1.63
1994-11,0.50
1994-12,0.45
1995-01,0.13
1995-02,0.96
1995-03,0.35
1995-04,2.53
1995-05,7.47
1995-06,3.59
1995-07,0.90
1995-08,0.37
1995-09,2.88
1995-10,0.27
1995-11,0.54
1995-12,0.17
1996-01,0.90
1996-02,0.16
1996-03,1.80
1996-04,1.10
1996-05,4.23
1996-06,2.09
1996-07,1.46
1996-08,0.51
1996-09,1.34
1996-10,0.49
1996-11,0.59
1996-12,0.02
1997-01,0.72
1997-02,0.46
1997-03,0.50
1997-04,3.01
1997-05,1.33
1997-06,2.97
1997-07,6.71
1997-08,5.11
1997-09,2.06
1997-10,1.70
1997-11,0.46
1997-12,0.21
1998-01,0.20
1998-02,0.39
1998-03,2.52
1998-04,2.03
1998-05,1.87
1998-06,1.32
1998-07,2.38
1998-08,0.57
1998-09,0.78
1998-10,2.90
1998-11,1.03
1998-12,0.52
1999-01,0.53
1999-02,0.01
1999-03,0.50
1999-04,8.29
1999-05,1.90
1999-06,2.45
1999-07,1.02
1999-08,2.14
1999-09,2.46
1999-10,0.72
1999-11,0.59
1999-12,0.07
2000-01,0.09
2000-02,0.41
2000-03,1.45
2000-04,0.69
2000-05,1.20
2000-06,1.07
2000-07,0.64
2000-08,1.47
2000-09,2.66
2000-10,0.87
2000-11,0.34
2000-12,0.39
2001-01,0.59
2001-02,0.25
2001-03,0.97
2001-04,2.53
2001-05,3.48
2001-06,0.41
2001-07,0.89
2001-08,1.07
2001-09,0.88
2001-10,0.28
2001-11,0.86
2001-12,0.07
2002-01,0.74
2002-02,0.22
2002-03,1.18
2002-04,0.26
2002-05,2.00
2002-06,0.76
2002-07,0.07
2002-08,0.65
2002-09,1.45
2002-10,1.14
2002-11,0.74
2002-12,0.01
2003-01,0.04
2003-02,0.85
2003-03,5.76
2003-04,3.13
2003-05,2.26
2003-06,1.13
2003-07,0.38
2003-08,3.40
2003-09,0.29
2003-10,0.19
2003-11,0.33
2003-12,0.46
2004-01,0.38
